scenario_number,stop_index,stop_id,stop_sequence,baseline_dwell_time,scenario_dwell_time
6,18,305310.0,19.0,5.474048432,5.513553981790294
6,19,305311.0,20.0,5.331833889,5.37879930597965
6,20,305312.0,21.0,6.185121014,5.957181658702265
6,21,306696.0,22.0,6.564359706,6.470911826724637
6,22,303762.0,23.0,5.189619346,5.197907062544032
6,23,308067.0,24.0,5.284429019,5.27166571983145
6,24,303764.0,25.0,5.568858105,5.593824933449373
6,25,303765.0,26.0,5.521453236,5.510437790089424
6,26,303766.0,27.0,5.426643562,5.42455307958832
6,27,308085.0,28.0,5.474048432,5.394091697177013
6,28,303769.0,29.0,5.758477451,5.695678530722335
6,29,303770.0,30.0,5.379238692,5.305033176873706
6,30,303771.0,31.0,5.331833889,5.365186369065493
6,31,308023.0,32.0,5.616262909,5.621906610727315
6,32,303774.0,33.0,5.663667778,5.752754004155492
6,33,303776.0,34.0,5.995501668,6.126684477001027
6,34,303777.0,35.0,5.995501668,6.1421593308656774
6,35,303778.0,36.0,6.801383922,6.943706605151142
6,36,303779.0,37.0,5.426643562,5.398607354583921
6,37,303780.0,38.0,5.521453236,5.544535841856626
6,38,303781.0,39.0,5.568858105,5.5886473985637855
6,39,303782.0,40.0,5.474048432,5.502491632809529
6,40,303783.0,41.0,5.094809673,5.105587360379058
6,41,303784.0,42.0,5.331833889,5.345752954413418
6,42,303785.0,43.0,5.521453236,5.597893667009135
6,43,303786.0,44.0,5.853287125,5.7020432729098225
6,44,303787.0,45.0,5.616262909,5.586784314969814
6,45,303788.0,46.0,12.91660827,13.965158877121844
6,46,303789.0,47.0,5.189619346,5.1893661541442615
6,47,901744.0,48.0,6.991003269,6.918213832441219
6,48,303791.0,49.0,5.331833889,5.333539407878097
6,49,901735.0,50.0,15.2868503,15.654862383195272
7,0,305287.0,1.0,7.512456504,7.908515266285985
7,1,308189.0,2.0,6.848788792,6.944476681810943
7,2,305167.0,3.0,6.848788792,6.77457695026635
7,3,308188.0,4.0,7.275432355,7.432657431570061
7,4,305170.0,5.0,8.128719478,7.556507791571922
7,5,305171.0,6.0,6.279930687,6.286924252491179
7,6,305172.0,7.0,5.663667778,5.67064405418544
7,7,305173.0,8.0,5.663667778,5.674100214304073
7,8,305174.0,9.0,5.331833889,5.402168672740576
7,9,305175.0,10.0,5.189619346,5.192763717181716
7,10,305299.0,11.0,7.085812942,6.603221469702118
7,11,305300.0,12.0,6.564359706,6.356274403042029
7,12,305301.0,13.0,7.559861374,7.600640211989627
7,13,306570.0,14.0,5.663667778,5.583938340086881
7,14,305304.0,15.0,10.49896144,10.279270040077149
7,15,305305.0,16.0,5.426643562,5.464295000454912
7,16,305306.0,17.0,6.185121014,6.301000253995487
7,17,305308.0,18.0,5.237024216,5.257295574790564
7,18,305310.0,19.0,5.474048432,5.5077274681872295
7,19,305311.0,20.0,5.331833889,5.346016504346735
7,20,305312.0,21.0,6.185121014,6.099115474513819
7,21,306696.0,22.0,6.564359706,6.531775080580643
7,22,303762.0,23.0,5.189619346,5.1637126336616435
7,23,308067.0,24.0,5.284429019,5.326784084561782
7,24,303764.0,25.0,5.568858105,5.560588217245546
7,25,303765.0,26.0,5.521453236,5.490094446014943
7,26,303766.0,27.0,5.426643562,5.414586615028274
7,27,308085.0,28.0,5.474048432,5.502989994290746
7,28,303769.0,29.0,5.758477451,5.83153215072878
7,29,303770.0,30.0,5.379238692,5.319310013236582
7,30,303771.0,31.0,5.331833889,5.345801779798656
7,31,308023.0,32.0,5.616262909,5.68252281638062
7,32,303774.0,33.0,5.663667778,5.645840598331883
7,33,303776.0,34.0,5.995501668,5.9067036605358725
7,34,303777.0,35.0,5.995501668,5.9794322509057976
7,35,303778.0,36.0,6.801383922,6.86442836414854
7,36,303779.0,37.0,5.426643562,5.493266141846587
7,37,303780.0,38.0,5.521453236,5.5108361696165895
7,38,303781.0,39.0,5.568858105,5.524386087334663
7,39,303782.0,40.0,5.474048432,5.47401259612959
7,40,303783.0,41.0,5.094809673,5.095692667947151
7,41,303784.0,42.0,5.331833889,5.377146247456527
7,42,303785.0,43.0,5.521453236,5.513231013032905
7,43,303786.0,44.0,5.853287125,5.947384360801942
7,44,303787.0,45.0,5.616262909,5.688970048388275
7,45,303788.0,46.0,12.91660827,12.176960590238743
7,46,303789.0,47.0,5.189619346,5.19211115039188
7,47,901744.0,48.0,6.991003269,7.265679783442452
7,48,303791.0,49.0,5.331833889,5.335688815256109
7,49,901735.0,50.0,15.2868503,15.748461396740302
8,0,305287.0,1.0,7.512456504,7.529299561834797
8,1,308189.0,2.0,6.848788792,6.823768769541032
8,2,305167.0,3.0,6.848788792,7.051721288043808
8,3,308188.0,4.0,7.275432355,7.116032209114185
8,4,305170.0,5.0,8.128719478,7.694859336973788
8,5,305171.0,6.0,6.279930687,6.493525365115471
8,6,305172.0,7.0,5.663667778,5.527881675600288
8,7,305173.0,8.0,5.663667778,5.5601234433292674
8,8,305174.0,9.0,5.331833889,5.320459874344608
8,9,305175.0,10.0,5.189619346,5.197422780275986
8,10,305299.0,11.0,7.085812942,6.969523454769333
8,11,305300.0,12.0,6.564359706,6.558546338046322
8,12,305301.0,13.0,7.559861374,7.438540325776999
8,13,306570.0,14.0,5.663667778,5.5809743378193675
8,14,305304.0,15.0,10.49896144,11.097703912784473
8,15,305305.0,16.0,5.426643562,5.421687675138899
8,16,305306.0,17.0,6.185121014,6.058858835150018
8,17,305308.0,18.0,5.237024216,5.247343031075267
8,18,305310.0,19.0,5.474048432,5.424826847952293
8,19,305311.0,20.0,5.331833889,5.379438069902368
8,20,305312.0,21.0,6.185121014,6.326057432153466
8,21,306696.0,22.0,6.564359706,6.541301070715105
8,22,303762.0,23.0,5.189619346,5.194932235644853
8,23,308067.0,24.0,5.284429019,5.314249317884587
8,24,303764.0,25.0,5.568858105,5.601695451741022
8,25,303765.0,26.0,5.521453236,5.60336123728139
8,26,303766.0,27.0,5.426643562,5.425395344989756
8,27,308085.0,28.0,5.474048432,5.466436908532567
8,28,303769.0,29.0,5.758477451,5.6483978539031305
8,29,303770.0,30.0,5.379238692,5.332653948942561
8,30,303771.0,31.0,5.331833889,5.303723101457883
8,31,308023.0,32.0,5.616262909,5.632990772117476
8,32,303774.0,33.0,5.663667778,5.725840636615362
8,33,303776.0,34.0,5.995501668,5.77740709767027
8,34,303777.0,35.0,5.995501668,6.11502669410714
8,35,303778.0,36.0,6.801383922,6.74802043599628
8,36,303779.0,37.0,5.426643562,5.51922799329116
8,37,303780.0,38.0,5.521453236,5.630806485718396
8,38,303781.0,39.0,5.568858105,5.586243386897391
8,39,303782.0,40.0,5.474048432,5.42556224069644
8,40,303783.0,41.0,5.094809673,5.092490208418613
8,41,303784.0,42.0,5.331833889,5.29775552114093
8,42,303785.0,43.0,5.521453236,5.453857316664443
8,43,303786.0,44.0,5.853287125,5.900959460632428
8,44,303787.0,45.0,5.616262909,5.569278506663036
8,45,303788.0,46.0,12.91660827,11.44101527440496
8,46,303789.0,47.0,5.189619346,5.172074478768033
8,47,901744.0,48.0,6.991003269,7.07270760444468
8,48,303791.0,49.0,5.331833889,5.264949131385546
8,49,901735.0,50.0,15.2868503,15.50053808520274
9,0,305287.0,1.0,7.512456504,7.636479741785554
9,1,308189.0,2.0,6.848788792,6.687243639305706
9,2,305167.0,3.0,6.848788792,7.230992140875144
9,3,308188.0,4.0,7.275432355,6.879733149254313
9,4,305170.0,5.0,8.128719478,7.518346856299218
9,5,305171.0,6.0,6.279930687,6.173616595421809
9,6,305172.0,7.0,5.663667778,5.532590019681341
9,7,305173.0,8.0,5.663667778,5.6066958996994565
9,8,305174.0,9.0,5.331833889,5.273645733588034
9,9,305175.0,10.0,5.189619346,5.1615784884890745
9,10,305299.0,11.0,7.085812942,6.789695229022741
9,11,305300.0,12.0,6.564359706,6.946328531751622
9,12,305301.0,13.0,7.559861374,7.34102740819806
9,13,306570.0,14.0,5.663667778,5.698910624583803
9,14,305304.0,15.0,10.49896144,10.92208996659555
9,15,305305.0,16.0,5.426643562,5.4564452169167685
9,16,305306.0,17.0,6.185121014,6.206764185646704
9,17,305308.0,18.0,5.237024216,5.237082372053889
9,18,305310.0,19.0,5.474048432,5.53098692740262
9,19,305311.0,20.0,5.331833889,5.35947711472667
9,20,305312.0,21.0,6.185121014,6.415051423406773
9,21,306696.0,22.0,6.564359706,6.29834725337356
9,22,303762.0,23.0,5.189619346,5.182879546555593
9,23,308067.0,24.0,5.284429019,5.300390281502142
9,24,303764.0,25.0,5.568858105,5.552982968206461
9,25,303765.0,26.0,5.521453236,5.5370007506163175
9,26,303766.0,27.0,5.426643562,5.347771044075025
9,27,308085.0,28.0,5.474048432,5.416414039480745
9,28,303769.0,29.0,5.758477451,5.7963654818011365
9,29,303770.0,30.0,5.379238692,5.41653280207727
9,30,303771.0,31.0,5.331833889,5.371776253927927
9,31,308023.0,32.0,5.616262909,5.5835717283099315
9,32,303774.0,33.0,5.663667778,5.563734462765592
9,33,303776.0,34.0,5.995501668,6.03773105091685
9,34,303777.0,35.0,5.995501668,5.951118207418332
9,35,303778.0,36.0,6.801383922,6.872415885765881
9,36,303779.0,37.0,5.426643562,5.4853991947964715
9,37,303780.0,38.0,5.521453236,5.521741072877501
9,38,303781.0,39.0,5.568858105,5.572700670989573
9,39,303782.0,40.0,5.474048432,5.5715078305412
9,40,303783.0,41.0,5.094809673,5.0822298113950835
9,41,303784.0,42.0,5.331833889,5.342548920889349
9,42,303785.0,43.0,5.521453236,5.4944462180507365
9,43,303786.0,44.0,5.853287125,5.801807354347275
9,44,303787.0,45.0,5.616262909,5.609016732363435
9,45,303788.0,46.0,12.91660827,11.677161819141292
9,46,303789.0,47.0,5.189619346,5.199338774894693
9,47,901744.0,48.0,6.991003269,7.04155766176673
9,48,303791.0,49.0,5.331833889,5.299470306026681
9,49,901735.0,50.0,15.2868503,13.803398594454455
10,0,305287.0,1.0,7.512456504,7.215860156023376
10,1,308189.0,2.0,6.848788792,6.7101007374707855
10,2,305167.0,3.0,6.848788792,6.5186547864226645
10,3,308188.0,4.0,7.275432355,7.239868255295875
10,4,305170.0,5.0,8.128719478,8.307867110385166
10,5,305171.0,6.0,6.279930687,6.322813018764694
10,6,305172.0,7.0,5.663667778,5.772496448889129
10,7,305173.0,8.0,5.663667778,5.714922708154589
10,8,305174.0,9.0,5.331833889,5.33247881749367
10,9,305175.0,10.0,5.189619346,5.201826831628746
10,10,305299.0,11.0,7.085812942,6.982161942217676
10,11,305300.0,12.0,6.564359706,6.461883746691541
10,12,305301.0,13.0,7.559861374,8.021789279052939
10,13,306570.0,14.0,5.663667778,5.541742831410489
10,14,305304.0,15.0,10.49896144,9.356436618904189
10,15,305305.0,16.0,5.426643562,5.355875029522177
10,16,305306.0,17.0,6.185121014,6.00008512907742
10,17,305308.0,18.0,5.237024216,5.269968556500544
10,18,305310.0,19.0,5.474048432,5.507656235742061
10,19,305311.0,20.0,5.331833889,5.303792029647039
10,20,305312.0,21.0,6.185121014,6.0963857491961235
10,21,306696.0,22.0,6.564359706,6.91790238646701
10,22,303762.0,23.0,5.189619346,5.178362691090297
10,23,308067.0,24.0,5.284429019,5.2693381368200685
10,24,303764.0,25.0,5.568858105,5.553366090051725
10,25,303765.0,26.0,5.521453236,5.538715907621989
10,26,303766.0,27.0,5.426643562,5.3976650497827885
10,27,308085.0,28.0,5.474048432,5.4546466512150635
10,28,303769.0,29.0,5.758477451,5.766490671247502
10,29,303770.0,30.0,5.379238692,5.381092146218304
10,30,303771.0,31.0,5.331833889,5.339606742734603
10,31,308023.0,32.0,5.616262909,5.539610982313618
10,32,303774.0,33.0,5.663667778,5.754737321539931
10,33,303776.0,34.0,5.995501668,5.865000733005798
10,34,303777.0,35.0,5.995501668,6.050720215993631
10,35,303778.0,36.0,6.801383922,6.9224215551763235
10,36,303779.0,37.0,5.426643562,5.4296037754816995
10,37,303780.0,38.0,5.521453236,5.4664523347941705
10,38,303781.0,39.0,5.568858105,5.546837172746997
10,39,303782.0,40.0,5.474048432,5.429194179870581
10,40,303783.0,41.0,5.094809673,5.11255485162041
10,41,303784.0,42.0,5.331833889,5.280042951639258
10,42,303785.0,43.0,5.521453236,5.445082796056551
10,43,303786.0,44.0,5.853287125,5.842841232569182
10,44,303787.0,45.0,5.616262909,5.588984822273329
10,45,303788.0,46.0,12.91660827,13.006407472640895
10,46,303789.0,47.0,5.189619346,5.168652061931696
10,47,901744.0,48.0,6.991003269,7.138929778020111
10,48,303791.0,49.0,5.331833889,5.301432661751266
10,49,901735.0,50.0,15.2868503,13.710270062886984
