scenario_number,stop_index,stop_id,stop_sequence,stop_name,baseline_ridership,scenario_ridership
7,40,306622,41,GRAHAM AV/BAYARD ST,89.16393443,96.59813236
7,41,305271,42,GRAHAM AV/ENGERT AV,49.35860656,53.07133589
7,42,305272,43,GRAHAM AV/DRIGGS AV,49.35860656,47.82349927
7,43,306623,44,DRIGGS AV/LEONARD ST,17.51434426,17.79841938
7,44,307121,45,MANHATTAN AV/NASSAU AV,3.18442623,3.333332576
7,45,305155,46,MANHATTAN AV/NORMAN AV,35.02868852,38.31663491
7,46,305156,47,MANHATTAN AV/MESEROLE AV,38.21311475,39.19442084
7,47,305157,48,MANHATTAN AV/CALYER ST,103.4938525,102.531098
7,48,305159,49,MANHATTAN AV/GREENPOINT AV,93.94057377,95.12351504
7,49,308186,50,MANHATTAN AV/INDIA ST,97.125,112.6973703
7,50,305284,51,MANHATTAN AV/EAGLE ST,101.9016393,93.92208688
7,51,308187,52,MANHATTAN AV/CLAY ST,23.88319672,26.3120253
7,52,305286,53,BOX ST/MANHATTAN AV,116.2315574,140.2287523
8,0,901736,1,LINCOLN RD/OCEAN AV,203.8032787,171.1770364
8,1,303710,2,EMPIRE BLVD/WASHINGTON AV,35.02868852,32.61983635
8,2,303711,3,EMPIRE BLVD/BEDFORD AV,11.1454918,12.15202299
8,3,303712,4,EMPIRE BLVD/ROGERS AV,74.83401639,71.43281875
8,4,303713,5,EMPIRE BLVD/NOSTRAND AV,294.5594262,306.4344954
8,5,303714,6,EMPIRE BLVD/NEW YORK AV,39.80532787,39.69362524
8,6,306974,7,EMPIRE BLVD/BROOKLYN AV,15.92213115,15.97949921
8,7,306322,8,EMPIRE BLVD/LAMONT CT,44.58196721,42.45907441
8,8,303717,9,KINGSTON AV/MONTGOMERY ST,27.06762295,23.21708189
8,9,303718,10,KINGSTON AV/CARROLL ST,4.776639344,4.291023581
8,10,308136,11,KINGSTON AV/UNION ST,240.4241803,273.7723165
8,11,303720,12,KINGSTON AV/SAINT JOHNS PL,19.10655738,20.71723319
8,12,303722,13,KINGSTON AV/PROSPECT PL,19.10655738,21.41137962
8,13,303723,14,KINGSTON AV/BERGEN ST,9.553278689,10.23226049
8,14,303724,15,KINGSTON AV/PACIFIC ST,3.18442623,2.911040118
8,15,303725,16,KINGSTON AV/ATLANTIC AV,11.1454918,9.819579559
8,16,303726,17,KINGSTON AV/FULTON ST,366.2090164,348.7450313
8,17,303727,18,THROOP AV/FULTON ST,11.1454918,9.6016685
8,18,303728,19,THROOP AV/MACDONOUGH ST,4.776639344,4.313559846
8,19,303729,20,THROOP AV/HALSEY ST,9.553278689,10.13655077
8,20,303730,21,THROOP AV/JEFFERSON AV,28.65983607,27.93994384
8,21,303731,22,THROOP AV/MADISON ST,30.25204918,33.30839909
8,22,303732,23,THROOP AV/GATES AV,20.69877049,16.62485015
8,23,303733,24,THROOP AV/GREENE AV,19.10655738,19.14078333
8,24,303734,25,THROOP AV/LAFAYETTE AV,22.29098361,22.49319403
8,25,303735,26,THROOP AV/DE KALB AV,46.17418033,47.8799154
8,26,303736,27,THROOP AV/HART ST,81.20286885,68.91838995
8,27,303737,28,THROOP AV/MYRTLE AV,65.2807377,59.83783014
8,28,303738,29,THROOP AV/PARK AV,17.51434426,20.1067539
8,29,304663,30,FLUSHING AV/THROOP AV,41.39754098,39.48161851
8,30,304664,31,FLUSHING AV/BROADWAY,178.3278689,183.7502841
8,31,306600,32,GRAHAM AV/COOK ST,25.47540984,26.66913325
8,32,306676,33,GRAHAM AV/SEIGEL ST,17.51434426,16.27908738
8,33,306677,34,GRAHAM AV/JOHNSON AV,12.73770492,13.40403855
8,34,306474,35,GRAHAM AV/SCHOLES ST,20.69877049,16.7967068
8,35,305263,36,GRAHAM AV/GRAND ST,33.43647541,33.84968432
8,36,305264,37,GRAHAM AV/AINSLIE ST,25.47540984,26.65273203
8,37,305265,38,GRAHAM AV/METROPOLITAN AV,60.50409836,56.1342476
8,38,306476,39,GRAHAM AV/JACKSON ST,114.6393443,101.1698326
8,39,307114,40,GRAHAM AV/MEEKER AV,74.83401639,76.76211259
8,40,306622,41,GRAHAM AV/BAYARD ST,89.16393443,82.79684284
8,41,305271,42,GRAHAM AV/ENGERT AV,49.35860656,40.98019888
8,42,305272,43,GRAHAM AV/DRIGGS AV,49.35860656,58.02996642
8,43,306623,44,DRIGGS AV/LEONARD ST,17.51434426,15.46211848
8,44,307121,45,MANHATTAN AV/NASSAU AV,3.18442623,3.003635003
8,45,305155,46,MANHATTAN AV/NORMAN AV,35.02868852,31.88606643
8,46,305156,47,MANHATTAN AV/MESEROLE AV,38.21311475,42.15691438
8,47,305157,48,MANHATTAN AV/CALYER ST,103.4938525,95.3710506
8,48,305159,49,MANHATTAN AV/GREENPOINT AV,93.94057377,97.92033986
8,49,308186,50,MANHATTAN AV/INDIA ST,97.125,93.12265871
8,50,305284,51,MANHATTAN AV/EAGLE ST,101.9016393,96.42946114
8,51,308187,52,MANHATTAN AV/CLAY ST,23.88319672,24.45360638
8,52,305286,53,BOX ST/MANHATTAN AV,116.2315574,102.4029308
9,0,901736,1,LINCOLN RD/OCEAN AV,203.8032787,244.5681567
9,1,303710,2,EMPIRE BLVD/WASHINGTON AV,35.02868852,37.93763516
9,2,303711,3,EMPIRE BLVD/BEDFORD AV,11.1454918,10.37802954
9,3,303712,4,EMPIRE BLVD/ROGERS AV,74.83401639,83.29090979
9,4,303713,5,EMPIRE BLVD/NOSTRAND AV,294.5594262,274.3465591
9,5,303714,6,EMPIRE BLVD/NEW YORK AV,39.80532787,42.04311161
9,6,306974,7,EMPIRE BLVD/BROOKLYN AV,15.92213115,14.2856856
9,7,306322,8,EMPIRE BLVD/LAMONT CT,44.58196721,39.5498494
9,8,303717,9,KINGSTON AV/MONTGOMERY ST,27.06762295,26.12227449
9,9,303718,10,KINGSTON AV/CARROLL ST,4.776639344,5.161855933
9,10,308136,11,KINGSTON AV/UNION ST,240.4241803,245.434536
9,11,303720,12,KINGSTON AV/SAINT JOHNS PL,19.10655738,19.9932192
9,12,303722,13,KINGSTON AV/PROSPECT PL,19.10655738,18.92437574
9,13,303723,14,KINGSTON AV/BERGEN ST,9.553278689,9.616958517
9,14,303724,15,KINGSTON AV/PACIFIC ST,3.18442623,3.19915402
9,15,303725,16,KINGSTON AV/ATLANTIC AV,11.1454918,10.19534493
9,16,303726,17,KINGSTON AV/FULTON ST,366.2090164,362.2203775
9,17,303727,18,THROOP AV/FULTON ST,11.1454918,11.45333086
9,18,303728,19,THROOP AV/MACDONOUGH ST,4.776639344,5.270663115
9,19,303729,20,THROOP AV/HALSEY ST,9.553278689,9.520519804
9,20,303730,21,THROOP AV/JEFFERSON AV,28.65983607,28.30343188
9,21,303731,22,THROOP AV/MADISON ST,30.25204918,26.40027551
9,22,303732,23,THROOP AV/GATES AV,20.69877049,19.48670693
9,23,303733,24,THROOP AV/GREENE AV,19.10655738,19.34172655
9,24,303734,25,THROOP AV/LAFAYETTE AV,22.29098361,21.67824936
9,25,303735,26,THROOP AV/DE KALB AV,46.17418033,43.30759964
9,26,303736,27,THROOP AV/HART ST,81.20286885,79.14839195
9,27,303737,28,THROOP AV/MYRTLE AV,65.2807377,56.23274063
9,28,303738,29,THROOP AV/PARK AV,17.51434426,17.0007423
9,29,304663,30,FLUSHING AV/THROOP AV,41.39754098,42.13651958
9,30,304664,31,FLUSHING AV/BROADWAY,178.3278689,164.9538816
9,31,306600,32,GRAHAM AV/COOK ST,25.47540984,27.50584612
9,32,306676,33,GRAHAM AV/SEIGEL ST,17.51434426,18.65314718
9,33,306677,34,GRAHAM AV/JOHNSON AV,12.73770492,10.19611656
9,34,306474,35,GRAHAM AV/SCHOLES ST,20.69877049,23.53658734
9,35,305263,36,GRAHAM AV/GRAND ST,33.43647541,31.25309846
9,36,305264,37,GRAHAM AV/AINSLIE ST,25.47540984,28.45268395
9,37,305265,38,GRAHAM AV/METROPOLITAN AV,60.50409836,61.30223028
9,38,306476,39,GRAHAM AV/JACKSON ST,114.6393443,119.9579701
9,39,307114,40,GRAHAM AV/MEEKER AV,74.83401639,88.17171686
9,40,306622,41,GRAHAM AV/BAYARD ST,89.16393443,83.48790591
9,41,305271,42,GRAHAM AV/ENGERT AV,49.35860656,49.87246277
9,42,305272,43,GRAHAM AV/DRIGGS AV,49.35860656,50.77397312
9,43,306623,44,DRIGGS AV/LEONARD ST,17.51434426,18.50210899
9,44,307121,45,MANHATTAN AV/NASSAU AV,3.18442623,2.583699438
9,45,305155,46,MANHATTAN AV/NORMAN AV,35.02868852,34.11664154
9,46,305156,47,MANHATTAN AV/MESEROLE AV,38.21311475,36.8643155
9,47,305157,48,MANHATTAN AV/CALYER ST,103.4938525,114.533551
9,48,305159,49,MANHATTAN AV/GREENPOINT AV,93.94057377,83.48571719
9,49,308186,50,MANHATTAN AV/INDIA ST,97.125,103.4158914
9,50,305284,51,MANHATTAN AV/EAGLE ST,101.9016393,99.74280976
9,51,308187,52,MANHATTAN AV/CLAY ST,23.88319672,19.62392805
9,52,305286,53,BOX ST/MANHATTAN AV,116.2315574,109.8979248
10,0,901736,1,LINCOLN RD/OCEAN AV,203.8032787,194.7005185
10,1,303710,2,EMPIRE BLVD/WASHINGTON AV,35.02868852,38.04227655
10,2,303711,3,EMPIRE BLVD/BEDFORD AV,11.1454918,11.45219263
10,3,303712,4,EMPIRE BLVD/ROGERS AV,74.83401639,61.02765671
10,4,303713,5,EMPIRE BLVD/NOSTRAND AV,294.5594262,335.4882511
10,5,303714,6,EMPIRE BLVD/NEW YORK AV,39.80532787,43.71505601
10,6,306974,7,EMPIRE BLVD/BROOKLYN AV,15.92213115,15.14295245
10,7,306322,8,EMPIRE BLVD/LAMONT CT,44.58196721,46.90297621
10,8,303717,9,KINGSTON AV/MONTGOMERY ST,27.06762295,27.84814028
10,9,303718,10,KINGSTON AV/CARROLL ST,4.776639344,5.292827638
10,10,308136,11,KINGSTON AV/UNION ST,240.4241803,242.3388514
10,11,303720,12,KINGSTON AV/SAINT JOHNS PL,19.10655738,19.71241715
10,12,303722,13,KINGSTON AV/PROSPECT PL,19.10655738,21.90614773
10,13,303723,14,KINGSTON AV/BERGEN ST,9.553278689,8.280702536
10,14,303724,15,KINGSTON AV/PACIFIC ST,3.18442623,3.417853771
10,15,303725,16,KINGSTON AV/ATLANTIC AV,11.1454918,11.35896626
10,16,303726,17,KINGSTON AV/FULTON ST,366.2090164,416.9963846
10,17,303727,18,THROOP AV/FULTON ST,11.1454918,12.49896046
10,18,303728,19,THROOP AV/MACDONOUGH ST,4.776639344,5.695859167
10,19,303729,20,THROOP AV/HALSEY ST,9.553278689,9.636645071
10,20,303730,21,THROOP AV/JEFFERSON AV,28.65983607,31.96687759
10,21,303731,22,THROOP AV/MADISON ST,30.25204918,23.29124687
10,22,303732,23,THROOP AV/GATES AV,20.69877049,17.58535731
10,23,303733,24,THROOP AV/GREENE AV,19.10655738,16.64988094
10,24,303734,25,THROOP AV/LAFAYETTE AV,22.29098361,26.2780322
10,25,303735,26,THROOP AV/DE KALB AV,46.17418033,50.06722348
10,26,303736,27,THROOP AV/HART ST,81.20286885,85.08279745
10,27,303737,28,THROOP AV/MYRTLE AV,65.2807377,64.39138213
10,28,303738,29,THROOP AV/PARK AV,17.51434426,19.90378908
10,29,304663,30,FLUSHING AV/THROOP AV,41.39754098,36.49657124
10,30,304664,31,FLUSHING AV/BROADWAY,178.3278689,157.2583386
10,31,306600,32,GRAHAM AV/COOK ST,25.47540984,23.85769587
10,32,306676,33,GRAHAM AV/SEIGEL ST,17.51434426,16.20854518
10,33,306677,34,GRAHAM AV/JOHNSON AV,12.73770492,12.71088312
10,34,306474,35,GRAHAM AV/SCHOLES ST,20.69877049,20.5073619
10,35,305263,36,GRAHAM AV/GRAND ST,33.43647541,34.85287787
10,36,305264,37,GRAHAM AV/AINSLIE ST,25.47540984,28.7471569
10,37,305265,38,GRAHAM AV/METROPOLITAN AV,60.50409836,56.80586198
10,38,306476,39,GRAHAM AV/JACKSON ST,114.6393443,94.99152995
10,39,307114,40,GRAHAM AV/MEEKER AV,74.83401639,75.67377595
10,40,306622,41,GRAHAM AV/BAYARD ST,89.16393443,106.0830917
10,41,305271,42,GRAHAM AV/ENGERT AV,49.35860656,45.50978322
10,42,305272,43,GRAHAM AV/DRIGGS AV,49.35860656,53.23810548
10,43,306623,44,DRIGGS AV/LEONARD ST,17.51434426,16.50766388
10,44,307121,45,MANHATTAN AV/NASSAU AV,3.18442623,3.474765911
10,45,305155,46,MANHATTAN AV/NORMAN AV,35.02868852,35.24357282
10,46,305156,47,MANHATTAN AV/MESEROLE AV,38.21311475,38.95609021
10,47,305157,48,MANHATTAN AV/CALYER ST,103.4938525,116.2656506
10,48,305159,49,MANHATTAN AV/GREENPOINT AV,93.94057377,105.2837098
10,49,308186,50,MANHATTAN AV/INDIA ST,97.125,91.74436002
10,50,305284,51,MANHATTAN AV/EAGLE ST,101.9016393,102.3209042
10,51,308187,52,MANHATTAN AV/CLAY ST,23.88319672,19.80544869
10,52,305286,53,BOX ST/MANHATTAN AV,116.2315574,90.8525568
